5802. емисија
87. циклус
15. емисија
31. 12. 2014.
www.youtube.com/watch?v=HY0qeRjg57g

А1 - КОРЕНАСТО
А2 - МАХУНАСТО
А3 - САЛАТА
А4 - ЗЕЛЕНО
 А - ПОВРЋЕ
Б1 - БУРЕНЦЕ
Б2 - ЗИМНИЦА
Б3 - СИРЋЕ
Б4 - КИСЕЛО
 Б - ТУРШИЈА
В1 - ПАТКА
В2 - ПЉЕСКАВИЦА
В3 - ЧОКОЛАДА
В4 - НАДЕВЕНА
 В - ПУЊЕНА
Г1 - ТИГАЊ
Г2 - МАСТ
Г3 - ЧОРБА
Г4 - "TАНКА"
 Г - ЗАПРШКА
??? - ПАПРИКА

А1 - ГОСПОДАР
А2 - СУВЕРЕН
А3 - АУТОКРАТА
А4 - ДЕСПОТ
 А - ВЛАДАР
Б1 - МАРКОВИЋ
Б2 - КРСТИЋ
Б3 - РИСТОВСКИ
Б4 - СУБОТА
 Б - ЛАЗАР
В1 - АУСТРИЈА
В2 - ШВАЈЦАРСКА
В3 - АЛПИ
В4 - ДРЖАВИЦА
 В - ЛИХТЕНШТАЈН
Г1 - ШУМЕ
Г2 - КРЧЕЊЕ
Г3 - РЕЗАЊЕ
Г4 - СЕКИРА
 Г - СЕЧА
??? - КНЕЗ
