6151. емисија
92. циклус
59. емисија
29. 12. 2015.
www.youtube.com/watch?v=7WrXn8mH-84

А1 - ЛАМПИЦА
А2 - ЗВЕЗДА
А3 - ЈАБУКА
А4 - КРВ
 А - ЦРВЕНА
Б1 - ИБАР
Б2 - ЗАПАДНА МОРАВА
Б3 - РИБНИЦА
Б4 - СЛОГА
 Б - КРАЉЕВО
В1 - НЕДЕЉА
В2 - ЧУДА
В3 - ПАТУЉЦИ
В4 - САМУРАЈ
 В - СЕДАМ
Г1 - ПРАГ
Г2 - НАРОД
Г3 - ЗВОНО
Г4 - СПОРЕДНА
 Г - ВРАТА
??? - ЖИЧА

А1 - СЕДИШТЕ
А2 - ПРАВОСЛАВЉЕ
А3 - ЦРКВА
А4 - ПЕЋ
 А - ПАТРИЈАРШИЈА
Б1 - ГАЛАТАСАРАЈ
Б2 - ФЕНЕБАХЧЕ
Б3 - БЕШИКТАШ
Б4 - ГРАД
 Б - ИСТАНБУЛ
В1 - СЛОБОДАН
В2 - СТАНДАРД
В3 - УСПОН
В4 - СУНОВРАТ
 В - ПАД
Г1 - ИСТОК
Г2 - РИМ
Г3 - ЦАРСТВО
Г4 - ПЛАВО
 Г - ВИЗАНТИЈА
??? - ЦАРИГРАД
