7314. емисија
114. циклус
2. емисија
07. 05. 2019.
www.youtube.com/watch?v=Gb2sjAyFUJk

А1 - ГНЕЗДО
А2 - ВАТРА
А3 - КОМОДО
А4 - КУГЛА
 А - ЗМАЈ
Б1 - ЈАГУАР
Б2 - ЛЕОПАРД
Б3 - КАШАЉ
Б4 - ХЕЛО КИТИ
 Б - МАЧКА
В1 - ПРВА
В2 - СТАРА
В3 - ШАХ
В4 - КАРТЕ
 В - ДАМА
Г1 - РАС
Г2 - ГРИН
Г3 - ПЕРОН
Г4 - МЕНДЕС
 Г - ЕВА
??? - ЖЕНА

А1 - ЗАБРАН
А2 - ТЕНТ
А3 - ПУТ
А4 - РАДНИЧКИ
 А - ОБРЕНОВАЦ
Б1 - ДРВО
Б2 - КОН-ТИКИ
Б3 - НОЋНИ ЖИВОТ
Б4 - МЕДУЗА
 Б - СПЛАВ
В1 - АРХИТЕКТУРА
В2 - ФИНАНСИЈСКА
В3 - КОШ
В4 - РЕЧЕНИЦА
 В - КОНСТРУКЦИЈА
Г1 - СТРМА
Г2 - НИЗБРДИЦА
Г3 - ОБРОНАК
Г4 - СКИЈАЊЕ
 Г - ПАДИНА
??? - СКЕЛА
