5862. емисија
88. циклус
14. емисија
01. 03. 2015.
www.youtube.com/watch?v=qG2KdMphTGg

А1 - ЈЕСЕН
А2 - ЛИНИЈА
А3 - МИНУТА
А4 - МРЉА
 А - ЖУТА
Б1 - ЦИГЛА
Б2 - ГЛИНА
Б3 - КРИЛЦА
Б4 - РЕШ
 Б - ПЕЧЕНА
В1 - КИСЕЛА
В2 - СЛАТКА
В3 - МЛЕКО
В4 - МИЛЕРАМ
 В - ПАВЛАКА
Г1 - СТАКЛО
Г2 - ГУМИЦА
Г3 - ПОКЛОПАЦ
Г4 - ПОСУДА
 Г - ТЕГЛА
??? - ПАПРИКА

А1 - ЗЕМЉА
А2 - УРЕЂЕЊЕ
А3 - ПЛАТОН
А4 - ОБЕЛЕЖЈЕ
 А - ДРЖАВА
Б1 - ЗИД
Б2 - ЧУВАЊЕ
Б3 - ШИФРА
Б4 - ДРАГОЦЕНОСТИ
 Б - СЕФ
В1 - РАСТ
В2 - НАПРЕДАК
В3 - ПСИХОЛОГИЈА
В4 - ЗЕМЉЕ
 В - РАЗВОЈ
Г1 - ШВАРЦЕНЕЈГЕР
Г2 - ФУНКЦИОНЕР
Г3 - ВИЦЕ-
Г4 - ГУБЕРНАТОР
 Г - ГУВЕРНЕР
??? - БАНКА
