5914. емисија
89. циклус
5. емисија
22. 04. 2015.
www.youtube.com/watch?v=J_F4-xZmlXs

А1 - ПОРОДИЦА
А2 - ХОРОСКОП
А3 - ИЗДАВАЧ
А4 - СТРАХ
 А - КУЋА
Б1 - ТРАКТОР
Б2 - РАД
Б3 - ЛАНАЦ
Б4 - ПАРЦЕЛА
 Б - ЊИВА
В1 - МЛАДЕН
В2 - КАФАНА
В3 - ГОСПОДАР
В4 - ДОМАЋИН
 В - ГАЗДА
Г1 - УДАРАЊЕ
Г2 - ПАЛИЦА
Г3 - ЛИМЕНИ
Г4 - БУБАЊ
 Г - ДОБОШ
??? - ИМАЊЕ

А1 - ТИП
А2 - БРКОВИ
А3 - ЗРЕО
А4 - ОТАЦ
 А - МУШКАРАЦ
Б1 - ПОКЛОН
Б2 - ХАРТИЈА
Б3 - ЈЕЛКА
Б4 - ВРПЦА
 Б - УКРАС
В1 - ПЕГЛАЊЕ
В2 - ДУГМЕ
В3 - ТЕКСАС
В4 - ЛУДАЧКА
 В - КОШУЉА
Г1 - КАНЦЕЛАРИЈА
Г2 - ГЕНЕРАЛНИ
Г3 - СЕКРЕТАРИЦА
Г4 - ЗАМЕНИК
 Г - ДИРЕКТОР
??? - КРАВАТА
