6465. емисија
98. циклус
7. емисија
07. 01. 2017.
www.youtube.com/watch?v=_nIi4vZRxvM

А1 - ПОКРИВАЧ
А2 - НАНОС
А3 - ЗИМА
А4 - ЧИШЋЕЊЕ
 А - СНЕГ
Б1 - ПАЛАНКА
Б2 - УДОВИЦА
Б3 - ЗАСТАВА
Б4 - РАДА
 Б - БЕЛА
В1 - ЊИВА
В2 - КЛАС
В3 - СЛАВА
В4 - РЂА
 В - ЖИТО
Г1 - ШЕЋЕР
Г2 - РЕШЕТКА
Г3 - СТРУКТУРА
Г4 - ЧАША
 Г - КРИСТАЛ
??? - ПАХУЉИЦА

А1 - ЗГЛОБ
А2 - ПРЕЛОМИТИ
А3 - МЕНИСКУС
А4 - ВОДА
 А - КОЛЕНО
Б1 - РАКИЈА
Б2 - ПУЗАВИЦА
Б3 - ВИНОГРАД
Б4 - ПЛЕМЕНИТА
 Б - ЛОЗА
В1 - ТРАДИЦИЈА
В2 - ГЛАВА
В3 - ГНЕЗДО
В4 - ОКУПЉАЊЕ
 В - ПОРОДИЦА
Г1 - ДРВО
Г2 - ГРАНЕ
Г3 - ГОДОВИ
Г4 - КОРЕН
 Г - СТАБЛО
??? - РОДОСЛОВ
