6670. емисија
101. циклус
29. емисија
31. 07. 2017.
www.youtube.com/watch?v=fRIYuQyjZ84

А1 - ГОДИШЊИ
А2 - ИМОВИНА
А3 - РОБА
А4 - ИНВЕНТАР
 А - ПОПИС
Б1 - САОБРАЋАЈ
Б2 - ТЕЧНОСТ
Б3 - СПЕЦИФИЧНА
Б4 - Kg/m3
 Б - ГУСТИНА
В1 - ВРАТА
В2 - ВОЉА
В3 - РОМАНИ
В4 - КЕЛТИ
 В - НАРОД
Г1 - ЗЕЛЕНИЛО
Г2 - ГРОБЉЕ
Г3 - КОМУНАЛНО
Г4 - УРБАНО
 Г - ГРАДСКО
??? - СТАНОВНИШТВО

А1 - ПАЧИЋИ
А2 - ЖИВОТ
А3 - ВЕЧЕРЊА
А4 - ВИСОКА
 А - ШКОЛА
Б1 - АРХИТЕКТА
Б2 - НАЦРТ
Б3 - ПЛАН
Б4 - ПОСЛОВНИ
 Б - ПРОЈЕКАТ
В1 - СВЕМИРСКА
В2 - ВАЗДУХ
В3 - ВОЗИЛО
В4 - ЦЕПЕЛИН
 В - ЛЕТЕЛИЦА
Г1 - МЕЊАЧ
Г2 - ПРЕКИДАЧ
Г3 - ПИШТОЉ
Г4 - САМОХОДНИ
 Г - АУТОМАТСКИ
??? - ПИЛОТ
