7253. емисија
112. циклус
1. емисија
07. 03. 2019.
www.youtube.com/watch?v=uWOCLedQfws

А1 - УСТАВ
А2 - ЧАСТ
А3 - СТРАШНИ
А4 - ПОРОТА
 А - СУД
Б1 - ЛОГИКА
Б2 - ШАХ
Б3 - ЗДРАВЉЕ
Б4 - КЉУЧ
 Б - ПРОБЛЕМ
В1 - СИСТЕМ
В2 - МАТЕМАТИКА
В3 - КВАДРАТНА
В4 - НЕПОЗНАТА
 В - ЈЕДНАЧИНА
Г1 - СТАРИ ЗАВЕТ
Г2 - ОСТРВА
Г3 - ХРАМ
Г4 - МУДРОСТ
 Г - СОЛОМОН
??? - РЕШЕЊЕ

А1 - РОЛЕТНЕ
А2 - КАРНЕВАЛ
А3 - ЛАВ
А4 - БИЈЕНАЛЕ
 А - ВЕНЕЦИЈА
Б1 - КОЛУМБО
Б2 - САМПДОРИЈА
Б3 - ЛИГУРИЈА
Б4 - ПЕСТО
 Б - ЂЕНОВА
В1 - ЗУНЗАРА
В2 - ПРАВДА
В3 - АЛБАНИЈА
В4 - ДВОРАЦ
 В - ПАЛАТА
Г1 - ШАМПИОН
Г2 - ДОКТОР
Г3 - ПЛЕМИЋ
Г4 - ЗВАЊЕ
 Г - ТИТУЛА
??? - ДУЖД
