6660. емисија
101. циклус
19. емисија
21. 07. 2017.
www.youtube.com/watch?v=8vVYXmPEHWw

А1 - ГЛАДНА
А2 - НЕМИРНА
А3 - ПРОСТА
А4 - РАТНА
 А - ГОДИНА
Б1 - СПРАТ
Б2 - КУЛА
Б3 - ХАУСТОР
Б4 - СТАН
 Б - ЗГРАДА
В1 - ДРЖАТИ
В2 - СЛУШАТИ
В3 - ЛЕКЦИЈА
В4 - НАСТАВА
 В - ПРЕДАВАЊЕ
Г1 - СВЕДОЧАНСТВО
Г2 - РАД
Г3 - ИСПИТ
Г4 - КОМИСИЈА
 Г - ДИПЛОМА
??? - ФАКУЛТЕТ

А1 - КРВ
А2 - ПЛАНЕТА
А3 - ТРЕШЊА
А4 - ЈАБУКА
 А - ЦРВЕНА
Б1 - ВЕТАР
Б2 - С МОРА
Б3 - НА КОПНО
Б4 - КИША
 Б - ЈУГО
В1 - АРСЕНАЛ
В2 - ТРОФЕЈ
В3 - ПОЛОЖИТИ
В4 - ВАТРА
 В - ОРУЖЈЕ
Г1 - МАЛИ
Г2 - ЦРНЦИ
Г3 - ПРСТИ
Г4 - ОЦЕНА
 Г - ДЕСЕТ
??? - ЗАСТАВА
