6201. емисија
93. циклус
47. емисија
17. 02. 2016.
www.youtube.com/watch?v=bmbHOBQWclQ

А1 - ДИМЕНЗИЈА
А2 - "h"
А3 - НАДМОРСКА
А4 - ТЕЛЕСНА
 А - ВИСИНА
Б1 - ДРВО
Б2 - БУНА
Б3 - БАЧКА
Б4 - ОПЛЕНАЦ
 Б - ТОПОЛА
В1 - СНАГА
В2 - КОРИДА
В3 - РОГОВИ
В4 - ФЕРДИНАНД
 В - БИК
Г1 - ПИСАЦ
Г2 - ЗМИЈАЊЕ
Г3 - ЈАЗАВАЦ
Г4 - СУД
 Г - ПЕТАР КОЧИЋ
??? - ЈАБЛАН

А1 - ЗЕМЉА
А2 - ПИТА
А3 - ХЛЕБ
А4 - РАЗВЛАЧЕЊЕ
 А - КОРА
Б1 - БОЈА
Б2 - ДУЊА
Б3 - МАЈИЦА
Б4 - ДИЊА
 Б - ЖУТА
В1 - ЗОНА
В2 - ОБРУЧ
В3 - КОРАЦИ
В4 - ТРОЈКА
 В - КОШАРКА
Г1 - ФРАНЦУСКА
Г2 - УЖИЦЕ
Г3 - САВЕЗАН
Г4 - ПРЕДСЕДНИК
 Г - РЕПУБЛИКА
??? - БАНАНА
