6535. емисија
99. циклус
16. емисија
18. 03. 2017.
www.youtube.com/watch?v=rBuY5bhTBBo

А1 - РАД
А2 - ПОМОЋ
А3 - ЗДРАВСТВО
А4 - НАРОДНА
 А - МЕДИЦИНА
Б1 - ИНСТИТУЦИЈА
Б2 - ЈАВНА
Б3 - ЗАВОД
Б4 - КУЛТУРА
 Б - УСТАНОВА
В1 - НУШИЋ
В2 - СМЕНА
В3 - УПРАВЉАЊЕ
В4 - ВРШЕЊЕ
 В - ВЛАСТ
Г1 - ШКОЛА
Г2 - ТЕОРИЈА
Г3 - ЛЕКАР
Г4 - ИСКУСТВО
 Г - ПРАКСА
??? - СУДСКА

А1 - ОАЗА
А2 - КОЛЕНО
А3 - НИВО
А4 - СКОКОВИ
 А - ВОДА
Б1 - ОДБРАНА
Б2 - ГОЛ
Б3 - АУТОБУС
Б4 - РАВНА
 Б - ЛИНИЈА
В1 - ШЕЋЕР
В2 - КЊИГА
В3 - ОКО
В4 - МОЗАК
 В - ГЛАВА
Г1 - МЕНТОЛ
Г2 - ГУМЕНА
Г3 - СВИЛА
Г4 - ПУЊЕНА
 Г - БОМБОНА
??? - ТВРДА
