5641. емисија
84. циклус
37. емисија
08. 06. 2014.
www.youtube.com/watch?v=HbEbDMBi6UY

А1 - ЕКСПЛОЗИВ
А2 - ОПЕРАЦИЈА
А3 - КЕСА
А4 - ПОЛИМЕР
 А - ПЛАСТИКА
Б1 - ПАПРИКА
Б2 - МЕТАЛ
Б3 - ВРЕМЕ
Б4 - ОПТИЦАЈ
 Б - НОВАЦ
В1 - ЊУТН
В2 - ЗАКОН
В3 - ЛЕЊОСТ
В4 - МОМЕНТ
 В - ИНЕРЦИЈА
Г1 - СЛОВО
Г2 - МАЛТА
Г3 - МЕТАР
Г4 - МЕГА
 Г - М
??? - МАСА

А1 - ФИГУРА
А2 - ПРОБЛЕМ
А3 - ПАРТИЈА
А4 - МАТ
 А - ШАХ
Б1 - СВИЊА
Б2 - ХАМБУРГ
Б3 - КАЧАРЕВО
Б4 - ЧВАРЦИ
 Б - СЛАНИНА
В1 - ОРУЂЕ
В2 - МЕРЕЊЕ
В3 - ЖИЧАНИ
В4 - ДУВАЧКИ
 В - ИНСТРУМЕНТ
Г1 - ПРАШИНА
Г2 - КРПА
Г3 - ГУМИЦА
Г4 - ОТИРАЊЕ
 Г - БРИСАЊЕ
??? - ТАБЛА
