6553. емисија
99. циклус
34. емисија
05. 04. 2017.
www.youtube.com/watch?v=I6hiNCJ2loc

А1 - ЛЕОПАРД
А2 - ДИВЉА
А3 - ПЕРСИЈА
А4 - МИШ
 А - МАЧКА
Б1 - ЈУТА
Б2 - ВРЕЋА
Б3 - БРАШНО
Б4 - ЦЕМЕНТ
 Б - ЏАК
В1 - КАСА
В2 - ТАЈНЕ
В3 - РАДЊА
В4 - ИЗЛОГ
 В - ПРОДАВНИЦА
Г1 - ЗАРАДА
Г2 - ПИЈАЦА
Г3 - НОВИ
Г4 - ДНЕВНИ
 Г - ПАЗАР
??? - КУПОВИНА

А1 - КРВ
А2 - ЧЛАНЦИ
А3 - ЖИВОТИЊА
А4 - ТОРНАДО
 А - ПИЈАВИЦА
Б1 - ГОТОВАН
Б2 - НА ТУЂИ РАЧУН
Б3 - "ДОМАЋИН"
Б4 - КРПЕЉ
 Б - ПАРАЗИТ
В1 - КУКИЦА
В2 - ЗАГРИСТИ
В3 - ВАРАЛИЦА
В4 - НАЈЛОН
 В - УДИЦА
Г1 - УРЕЂАЈ
Г2 - ЛИЧНИ
Г3 - ДИСК
Г4 - МИШ
 Г - РАЧУНАР
??? - ЦРВ
