6012. емисија
90. циклус
42. емисија
29. 07. 2015.
www.youtube.com/watch?v=eD_Kx3Su4wo

А1 - РЕКА
А2 - АФРИКА
А3 - ДУБОКО
А4 - ПУТ
 А - ОРАЊЕ
Б1 - ПРИКОЛИЦА
Б2 - ГУСЕНИЦА
Б3 - ФЕРГУСОН
Б4 - ЊИВА
 Б - ТРАКТОР
В1 - КОПАЧКЕ
В2 - ПЛОЧА
В3 - ЧОРБА
В4 - ЕКСЕР
 В - КЛИН
Г1 - ИМЕ
Г2 - БРАЗДА
Г3 - ФОЛКСВАГЕН
Г4 - СТАНКОВИЋ
 Г - БОРА
??? - ДРЉАЧА

А1 - САОБРАЋАЈ
А2 - ЛУПИНГ
А3 - ПЛЕТЕЊЕ
А4 - МРТВА
 А - ПЕТЉА
Б1 - МРАВИ
Б2 - СТАРТ
Б3 - ТАЊИР
Б4 - ХОЛАНЂАНИН
 Б - ЛЕТЕЋИ
В1 - МАЧКА
В2 - ШАХ
В3 - ЗАЛИВ
В4 - ДАРИЈЕ
 В - ПЕРСИЈА
Г1 - ГРАД
Г2 - КОТЛИНА
Г3 - КАЧКАВАЉ
Г4 - НИШАВА
 Г - ПИРОТ
??? - ЋИЛИМ
