7144. емисија
109. циклус
15. емисија
18. 11. 2018.
www.youtube.com/watch?v=QwS6CVMB2jA

А1 - СЕМЕСТАР
А2 - БЕРБА
А3 - СОНАТА
А4 - РАВНОДНЕВНИЦА
 А - ЈЕСЕН
Б1 - КАЛЕМЕГДАН
Б2 - БАСТИЉА
Б3 - БЕДЕМ
Б4 - ЛЕТЕЋА
 Б - ТВРЂАВА
В1 - КОМИСИЈА
В2 - ШВАРЦВАЛД
В3 - ДЕЛТА
В4 - ЈУ ГРУПА
 В - ДУНАВ
Г1 - РИНГЛЕ
Г2 - ДРВА
Г3 - РЕРНА
Г4 - ЕЛЕКТРИЧНИ
 Г - ШПОРЕТ
??? - СМЕДЕРЕВО

А1 - ФОРМУЛА
А2 - ФИЗИЧКА
А3 - ОРГАНСКА
А4 - ЕЛЕМЕНТ
 А - ХЕМИЈА
Б1 - ЗНАК
Б2 - ПОДЗНАК
Б3 - ДНЕВНИ
Б4 - КИНА
 Б - ХОРОСКОП
В1 - ВЕШАЛИЦА
В2 - ЦРКВА
В3 - ПАЛАНКА
В4 - ГРИВА
 В - БЕЛА
Г1 - ТАЈНА
Г2 - НАБАВКА
Г3 - РАСПРАВА
Г4 - СЛУЖБА
 Г - ЈАВНА
??? - КУЋА
