7258. емисија
112. циклус
6. емисија
12. 03. 2019.
www.youtube.com/watch?v=vOiuVkP7SSA

А1 - ЗООЛОГИЈА
А2 - БАШТА
А3 - ГЕТСИМАНСКИ
А4 - ЕДЕНСКИ
 А - ВРТ
Б1 - ПЕСАК
Б2 - КАРТЕ
Б3 - НЕБОЈША
Б4 - ХАЈДУК
 Б - КУЛА
В1 - ТИГАР
В2 - ЕУФРАТ
В3 - ДИНАР
В4 - РАТ
 В - ИРАК
Г1 - ДУЖНИК
Г2 - ЈАНКОВИЋ СТОЈАН
Г3 - ЗАТОЧЕНИШТВО
Г4 - УКИДАЊЕ
 Г - РОПСТВО
??? - ВАВИЛОН

А1 - ЦАРСТВО
А2 - НАГОН
А3 - ДОМАЋА
А4 - ДИВЉА
 А - ЖИВОТИЊА
Б1 - ПЛАНЕТА
Б2 - ЉУБАВ
Б3 - МИЛОСКА
Б4 - ЏЕПНА
 Б - ВЕНЕРА
В1 - ОГРЛИЦА
В2 - СЕДЕФ
В3 - СВИЊА
В4 - ЦРНИ
 В - БИСЕР
Г1 - СЛОН
Г2 - МИНЂУША
Г3 - КАНАЛ
Г4 - ВАН ГОГ
 Г - УВО
??? - ШКОЉКА
