5729. емисија
86. циклус
3. емисија
19. 10. 2014.
www.youtube.com/watch?v=qB8IxdswIto

А1 - РОДИТЕЉИ
А2 - ПРАВНИ
А3 - ЕВРОПА
А4 - ПРИЈАТЕЉ
 А - САВЕТ
Б1 - ПОТРЕБА
Б2 - НЕОПХОДНО
Б3 - КРАЈЊА
Б4 - ...ЗАКОН МЕЊА
 Б - НУЖДА
В1 - ЛЕВИ
В2 - ДЕСНИ
В3 - КОШАРКА
В4 - РУКОМЕТ
 В - БЕК
Г1 - ЖИВИ
Г2 - РАКЕТНИ
Г3 - ВИТЕЗ
Г4 - САНЧО ПАНСА
 Г - ШТИТ
??? - ОДБРАНА

А1 - КОЛЕНО
А2 - U 
А3 - ПРЕЧНИК
А4 - ШУПЉИНА
 А - ЦЕВ
Б1 - КОЛОНА
Б2 - ПАРАДА
Б3 - СТРАЖА
Б4 - РОД
 Б - ВОЈСКА
В1 - ЛИСТ
В2 - ЛЕПТИР
В3 - ЛАРВА
В4 - ГМИЗАЊЕ
 В - ГУСЕНИЦА
Г1 - ШАРАЦ
Г2 - ГАТЛИНГ
Г3 - РЕДЕНИК
Г4 - ОРУЖЈЕ
 Г - МИТРАЉЕЗ
??? - ТЕНК
