7186. емисија
109. циклус
57. емисија
30. 12. 2018.
www.youtube.com/watch?v=xQ31Ci31-08

А1 - ТРЕЋИ
А2 - ЧЕТВРТИ
А3 - КИШНИ
А4 - НЕВИДЉИВИ
 А - ЧОВЕК
Б1 - РЕКА
Б2 - МАНАСИЈА
Б3 - ДЕСПОТОВАЦ
Б4 - ШКОЛА
 Б - РЕСАВА
В1 - РЕНЕСАНСА
В2 - БАРОК
В3 - НАИВНО
В4 - КУБИЗАМ
 В - СЛИКАРСТВО
Г1 - АТЛЕТИКА
Г2 - ТАЈНА
Г3 - САЛА
Г4 - ЛЕД
 Г - ДВОРАНА
??? - ПЕЋИНА

А1 - СИЈАЛИЦА
А2 - ЦРВЕНО
А3 - ЖУТО
А4 - ЗЕЛЕНО
 А - СВЕТЛО
Б1 - БАС-ГИТАРА
Б2 - РАДИО
Б3 - ШЕДОУСИ
Б4 - ЦРНИ БИСЕРИ
 Б - ВЛАДА ЏЕТ
В1 - ВАГА
В2 - ЧЕСМА
В3 - ПОЗОРИШТЕ
В4 - ТРГ
 В - ТЕРАЗИЈЕ
Г1 - ЕНГЛЕСКА
Г2 - ФРАНЦУСКА
Г3 - КАНАЛ
Г4 - РУКАВ
 Г - ЛАМАНШ
??? - ТУНЕЛ
