7063. емисија
107. циклус
56. емисија
28. 08. 2018.
www.youtube.com/watch?v=paLHvDO-Nmg

А1 - БРОЈЕВИ
А2 - ПРАВО
А3 - ПУТЕВИ
А4 - ПРАЗНИК
 А - РИМ
Б1 - МАРАТОН
Б2 - ДЕМОКРАТИЈА
Б3 - МЕТЕОРИ
Б4 - МИТОЛОГИЈА
 Б - ГРЧКА
В1 - ОПШТА
В2 - ЛИКОВНА
В3 - ФИЗИЧКА
В4 - БИЉНА
 В - КУЛТУРА
Г1 - ВИНО
Г2 - ДРУШТВО
Г3 - ГВОЖЂЕ
Г4 - КЉУСЕ
 Г - СТАРО
??? - АНТИКА

А1 - РАЗГОВОР
А2 - ДРЖАВА
А3 - ХОНОРАР
А4 - КУЋНИ
 А - ПОСАО
Б1 - ПАС
Б2 - ЧОВЕК
Б3 - НАЈБОЉИ
Б4 - ДРУГ
 Б - ПРИЈАТЕЉ
В1 - ТЕХНИЧКИ
В2 - ДИПЛОМА
В3 - АМФИТЕАТАР
В4 - ФИЛОЛОШКИ
 В - ФАКУЛТЕТ
Г1 - ДИМИТРИЈЕ
Г2 - ДАНИЛО
Г3 - МИЛИНКО
Г4 - ПРЕЗИМЕ
 Г - ПАНТИЋ
??? - КОЛЕГА
