6434. емисија
97. циклус
37. емисија
07. 12. 2016.
www.youtube.com/watch?v=v0r7-jNEHig

А1 - MEСЕЦ
А2 - ЗАРАДА
А3 - ИСПЛАТА
А4 - ОБРАЧУН
 А - ПЛАТА
Б1 - ТАБЛА
Б2 - АУТО
Б3 - ЧАС
Б4 - ОДМОР
 Б - ШКОЛА
В1 - ПИТАЊЕ
В2 - РОК
В3 - КОМИСИЈА
В4 - ОЦЕНА
 В - ИСПИТ
Г1 - ЕМИНЕНЦИЈА
Г2 - ПОГЛАВАР
Г3 - АТАМАН
Г4 - ИГУМАН
 Г - СТАРЕШИНА
??? - РАЗРЕД

А1 - РАСКРСНИЦА
А2 - СЛЕПА
А3 - ДВОСМЕРНА
А4 - ФЕЛИНИ
 А - УЛИЦА
Б1 - ГРАД
Б2 - СВЕТЛОСТ
Б3 - СЕНА
Б4 - КРОВОВИ
 Б - ПАРИЗ
В1 - ЛОТО
В2 - ОФСЕТ
В3 - ПРЕСА
В4 - СЛОБОДА
 В - ШТАМПА
Г1 - БОГОВИ
Г2 - ЗОНА
Г3 - ВЕЧЕ
Г4 - ЈУТРО
 Г - СУМРАК
??? - БУЛЕВАР
