7135. емисија
109. циклус
6. емисија
09. 11. 2018.
www.youtube.com/watch?v=HcxMLfHHtIk

А1 - ДУНАВ
А2 - БЕЧЕЈ
А3 - ЧЕТИНАР
А4 - СЕГЕДИН
 А - ТИСА
Б1 - ДАН
Б2 - ДРУГА
Б3 - ЛУЧАНИ
Б4 - ЛУДОСТ
 Б - МЛАДОСТ
В1 - ВЕТАР
В2 - БЕЛА
В3 - ЦРВЕНА
В4 - УВЕЛА
 В - РУЖА
Г1 - ПАКЕТ
Г2 - МУЗИКА
Г3 - НАГОДБА
Г4 - ПУТОВАЊЕ
 Г - АРАНЖМАН
??? - ЦВЕТ

А1 - ВЕНЧАНИЦА
А2 - СВЕЧАНА
А3 - СКУТ
А4 - МАЛА ЦРНА...
 А - ХАЉИНА
Б1 - ВОДА
Б2 - ИЋЕ
Б3 - БОЗА
Б4 - ЖЕСТОКО
 Б - ПИЋЕ
В1 - ДАНСКА
В2 - ТЕСТО
В3 - ЂЕВРЕК
В4 - ПРАШАК
 В - ПЕЦИВО
Г1 - ПРОЈЕКАТ
Г2 - ОСТРВО
Г3 - ДОРЋОЛ
Г4 - ТАЈМС СКВЕР
 Г - МЕНХЕТН
??? - КОКТЕЛ
