7164. емисија
109. циклус
35. емисија
08. 12. 2018.
www.youtube.com/watch?v=hudZP0JXJ7Q

А1 - ТРКА
А2 - ЕКВ
А3 - ЦЕНТАР
А4 - ЗАЧАРАНИ
 А - КРУГ
Б1 - АЗИЈА
Б2 - МАТУРА
Б3 - ДЕЦА
Б4 - ПРЕДУЗЕЋА
 Б - МАЛА
В1 - ВИСОКА
В2 - ПРЕЛАЗНА
В3 - ЗВЕЗДИЦА
В4 - ДНЕВНИК
 В - ОЦЕНА
Г1 - МАШИНА
Г2 - СРЦЕ
Г3 - БЛУЗ
Г4 - СЕКЦИЈА
 Г - РИТАМ
??? - ДВОЈКА

А1 - ТАНГО
А2 - ПИЛАТЕС
А3 - МЕДИЦИНСКА
А4 - ОКРУГЛА
 А - ЛОПТА
Б1 - СТРАНКА
Б2 - ПОШИЉКА
Б3 - СВЕЧАНИ
Б4 - РАДИО
 Б - ПРИЈЕМ
В1 - АЈКУЛА
В2 - СРП
В3 - МАЉ
В4 - СТАКЛО
 В - ЧЕКИЋ
Г1 - САТЕЛИТ
Г2 - РАКОВИ
Г3 - ИНСЕКТИ
Г4 - АУТОМОБИЛ
 Г - АНТЕНА
??? - ОДБОЈКА
