6036. емисија
91. циклус
5. емисија
05. 09. 2015.
www.youtube.com/watch?v=noUohxh2LwI

А1 - РЕАКЦИЈА
А2 - СИЛА
А3 - ФИСИЈА
А4 - ФУЗИЈА
 А - НУКЛЕАРНА
Б1 - МРЉА
Б2 - МАЈИЦА
Б3 - ТРАКА
Б4 - БОЈА
 Б - ЖУТА
В1 - СПИРАЛА
В2 - МЕКУШАЦ
В3 - ШКОЉКА
В4 - НЕМО
 В - НАУТИЛУС
Г1 - ИСКРЦАВАЊЕ
Г2 - ПАДОБРАНАЦ
Г3 - НОРМАНДИЈА
Г4 - ДРВАР
 Г - ДЕСАНТ
??? - ПОДМОРНИЦА

А1 - ПЕЦАЊЕ
А2 - ГОЛФ
А3 - КАНАП
А4 - АНТЕНА
 А - ШТАП
Б1 - КРИСТАЛ
Б2 - ЗЕМЉА
Б3 - СЛАДОЛЕД
Б4 - БАЦАЊЕ
 Б - КУГЛА
В1 - ФИСКА
В2 - РАДНИ
В3 - ОКРУГЛИ
В4 - НОГЕ
 В - СТО
Г1 - ЗАКОН
Г2 - МИШ
Г3 - ОТВОР
Г4 - ПУТ
 Г - РУПА
??? - БИЛИЈАР
