6196. емисија
93. циклус
43. емисија
12. 02. 2016.
www.youtube.com/watch?v=886BF_vuJ5w

А1 - УЛИЦЕ
А2 - КВАРТ
А3 - ГЛАВНИ
А4 - ЗАБРАЊЕНИ
 А - ГРАД
Б1 - КОНТИНЕНТ
Б2 - КЕНГУР
Б3 - ДИНГО
Б4 - БУМЕРАНГ
 Б - АУСТРАЛИЈА
В1 - ТОСКА
В2 - БОЕМИ
В3 - ФИДЕЛИО
В4 - КАРМЕН
 В - ОПЕРА
Г1 - ЗГЛАВКАР
Г2 - МРЕЖА
Г3 - НИТИ
Г4 - КРСТАШ
 Г - ПАУК
??? - СИДНЕЈ

А1 - УВО
А2 - КЛАВИР
А3 - СРП
А4 - ПНЕУМАТСКИ
 А - ЧЕКИЋ
Б1 - КОЊ
Б2 - КОПИТО
Б3 - МАГНЕТ
Б4 - БАЦАЊЕ
 Б - ПОТКОВИЦА
В1 - КРАТЕР
В2 - ЛАВА
В3 - ЕРУПЦИЈА
В4 - ВЕЗУВ
 В - ВУЛКАН
Г1 - ДЕТЕЛИНА
Г2 - ОЏАЧАР
Г3 - БЕЛИ МИШ
Г4 - ФОРТУНА
 Г - СРЕЋА
??? - КОВАЧ
