5644. емисија
84. циклус
40. емисија
11. 06. 2014.
www.youtube.com/watch?v=LgzzLsdxhYk

А1 - ЈАЧИНА
А2 - КЛАДЕ
А3 - ВОЉА
А4 - ВАТ
 А - СНАГА
Б1 - ЋЕЛИЈЕ
Б2 - СКУП
Б3 - ВЕЗИВНО
Б4 - ЕПИТЕЛ
 Б - ТКИВО
В1 - ПЕРА
В2 - КИЋА
В3 - ОЛИВА
В4 - БАЏА
 В - ПОПАЈ
Г1 - СПРАВЕ
Г2 - ВЕЖБЕ
Г3 - ТЕГОВИ
Г4 - ПРОСТОРИЈА
 Г - ТЕРЕТАНА
??? - МИШИЋИ

А1 - ГЕОГРАФИЈА
А2 - БИОСКОП
А3 - АВИОН
А4 - ЧЛАН
 А - КАРТА
Б1 - ДОЗА
Б2 - ГРЕШКА
Б3 - ЛИНИЈА
Б4 - ДВОСТРУКА
 Б - ДУПЛА
В1 - ДНЕВНИК
В2 - СЛАБА
В3 - ВРЛО ДОБАР
В4 - ОДЛИЧАН
 В - ОЦЕНА
Г1 - СВЕСТ
Г2 - ВОДА
Г3 - НЕУПРЉАНА
Г4 - ОПРАНА
 Г - ЧИСТА
??? - ДЕСЕТКА
