6028. емисија
90. циклус
58. емисија
14. 08. 2015.
www.youtube.com/watch?v=dLbVRnXTeVU

А1 - БРЗА
А2 - ДУХОВНА
А3 - МАСНА
А4 - ТОПОВСКА
 А - ХРАНА
Б1 - ПЛАНИНА
Б2 - ГРЧКА
Б3 - ВРХ
Б4 - ВАТРА
 Б - ОЛИМП
В1 - ЈУПИТЕР
В2 - ТОР
В3 - ПЕРУН
В4 - АМОН РА
 В - БОГОВИ
Г1 - БИЉКА
Г2 - КУКОЉ
Г3 - ХЕРБИЦИДИ
Г4 - ПЛЕВЉЕЊЕ
 Г - КОРОВ
??? - АМБРОЗИЈА

А1 - ШУМА
А2 - ЦИРКЛ
А3 - ГЕОМЕТРИЈА
А4 - СПРАВА
 А - ШЕСТАР
Б1 - ВЕТАР
Б2 - МЛИН
Б3 - ХОЛАНДИЈА
Б4 - ДОН КИХОТ
 Б - ВЕТРЕЊАЧА
В1 - ОСЛОНАЦ
В2 - СИЛА
В3 - ПРИНЦИП
В4 - ЗЛАТНА
 В - ПОЛУГА
Г1 - МОРЕ
Г2 - МАСТИЛО
Г3 - САЛАТА
Г4 - ОТКОПОД
 Г - ХОБОТНИЦА
??? - КРАЦИ
