6574. емисија
99. циклус
55. емисија
26. 04. 2017.
www.youtube.com/watch?v=aTO-VbydqZc

А1 - РАДНИ
А2 - ИЗВИЂАЧИ
А3 - ИНДИЈАНЦИ
А4 - ШАТОРИ
 А - ЛОГОР
Б1 - РЕВОЛУЦИЈА
Б2 - ОКТОБАР
Б3 - ГАС
Б4 - ВОТКА
 Б - РУСИЈА
В1 - АРМИЈА
В2 - ГРАНА
В3 - ОКРУГ
В4 - ПОДРУЧЈЕ
 В - ОБЛАСТ
Г1 - СЕВЕР
Г2 - СТУДЕН
Г3 - ЗИМА
Г4 - ВЕЛИКА
 Г - ХЛАДНОЋА
??? - СИБИР

А1 - СРЕДА
А2 - ПЕТАК
А3 - РИБА
А4 - ВОДА
 А - ПОСТ
Б1 - ДАН
Б2 - НЕДЕЉА
Б3 - ГОДИНА
Б4 - ДВАНАЕСТ
 Б - МЕСЕЦ
В1 - БИЛИЈАР
В2 - ЈУГОВИЋИ
В3 - МАЧКА
В4 - ЖИВОТ
 В - ДЕВЕТ
Г1 - МОНОТЕИЗАМ
Г2 - НАМАЗ
Г3 - КУРАН
Г4 - VII ВЕК
 Г - ИСЛАМ
??? - РАМАЗАН
