5950. емисија
89. циклус
41. емисија
28. 05. 2015.
www.youtube.com/watch?v=-56aRCuHLwk

А1 - КАДЕТСКИ
А2 - ЈУНИОРСКИ
А3 - ПОКРЕТ
А4 - ХОСТЕЛ
 А - ОМЛАДИНСКИ
Б1 - "КОНЦЕРТ"
Б2 - ФИЈУЦИ
Б3 - ПРОТЕСТНИ
Б4 - ПИШТАЉКЕ
 Б - ЗВИЖДУЦИ
В1 - БРАВО!
В2 - СЦЕНА
В3 - ПЉЕСАК
В4 - ГРОМОГЛАСНИ
 В - АПЛАУЗ
Г1 - ПОЗОРИШТЕ
Г2 - БИОСКОП
Г3 - ПОШТОВАНА
Г4 - АУДИТОРИЈУМ
 Г - ПУБЛИКА
??? - СТАДИОН

А1 - ХИТНА ПОМОЋ
А2 - ТОЧКОВИ
А3 - ДОСТАВА
А4 - ЗАПРЕГА
 А - ВОЗИЛО
Б1 - ПРСА
Б2 - ПРСА 
Б3 - ОПСТАНАК
Б4 - РОВ
 Б - БОРБА
В1 - ОЛОВКА
В2 - ГРАФИТ
В3 - ПОЉЕ
В4 - УПАЉАЧ
 В - МИНА
Г1 - РУСИЈА
Г2 - ГРАД
Г3 - ПОДМОРНИЦА
Г4 - КАТАСТРОФА
 Г - КУРСК
??? - ТЕНК
