7298. емисија
113. циклус
16. емисија
21. 04. 2019.
www.youtube.com/watch?v=64Y8CJGp1wI

А1 - ВОЈСКА
А2 - ИЗБОРИ
А3 - СТРУЧНИ
А4 - ГЕНЕРАЛ
 А - ШТАБ
Б1 - МАКРО
Б2 - МИКРО
Б3 - ФОРУМ
Б4 - ИНСТИТУТ
 Б - ЕКОНОМИЈА
В1 - АРИСТОТЕЛ
В2 - НОВИНЕ
В3 - ПРОГРАМ
В4 - ПАРОЛА
 В - ПОЛИТИКА
Г1 - КРАЉЕВИНА
Г2 - АФРИКА
Г3 - ФЕС
Г4 - АТЛАС
 Г - МАРОКО
??? - КРИЗА

А1 - ТАРОТ
А2 - КНЕЗ
А3 - КРАЉ
А4 - ФУДБАЛ
 А - МИЛАН
Б1 - РОЊЕЊЕ
Б2 - ТЕРЕТАНА
Б3 - ВАГА
Б4 - ДИЗАЊЕ
 Б - ТЕГОВИ
В1 - ТАМА
В2 - ШКОЛА
В3 - ВУКОВИ
В4 - ЦИПЕЛЕ
 В - ПЛЕС
Г1 - МАДАГАСКАР
Г2 - СЛАДОЛЕД
Г3 - ОРХИДЕЈА
Г4 - ПУДИНГ
 Г - ВАНИЛА
??? - ШИПКА

