6283. емисија
95. циклус
8. емисија
09. 05. 2016.
www.youtube.com/watch?v=6IidHXCUurM

А1 - КРУГ
А2 - СВИРАЛА
А3 - ЈУГОВИЋИ
А4 - МУЗЕ
 А - ДЕВЕТ
Б1 - ДОБА
Б2 - СОНАТА
Б3 - ДУЊА
Б4 - ЕКВИНОЦИЈА
 Б - ЈЕСЕН
В1 - ЗВОНО
В2 - КЛУПА
В3 - КАБИНЕТ
В4 - ТАБЛА
 В - ШКОЛА
Г1 - СВЕТЛОСТ
Г2 - ПРЕСТУП
Г3 - ПРОСТА
Г4 - НОВА
 Г - ГОДИНА
??? - СЕПТЕМБАР

А1 - ДЛАН
А2 - ЛИНИЈА
А3 - ИГРА
А4 - ПРОРИЦАЊЕ
 А - СУДБИНА
Б1 - КАПАК
Б2 - СОКО
Б3 - СОЧИВО
Б4 - ОРГАН
 Б - ОКО
В1 - БОРЕ
В2 - ВИСОКО
В3 - НАМРШТЕНО
В4 - КОЛОНА
 В - ЧЕЛО
Г1 - МРАВ
Г2 - ШЋЕПАН
Г3 - ПИПИПН
Г4 - РАДОЈИЦА
 Г - МАЛИ
??? - ПРСТ
