7067. емисија
107. циклус
60. емисија
01. 09. 2018.
www.youtube.com/watch?v=N1eWbIOfAs0

А1 - КУЛА
А2 - РОВ
А3 - УТВРДА
А4 - БЕДЕМ
 А - ТВРЂАВА
Б1 - МУЗИКА
Б2 - ФЕСТИВАЛ
Б3 - ЈУЛ
Б4 - ИЗЛАЗ
 Б - ЕХIT
В1 - ЗВИЖДУК
В2 - ОКТОПОД
В3 - ОКТАВА
В4 - БРОЈ
 В - ОСАМ
Г1 - БАНДА
Г2 - ПРИМ
Г3 - ОРКЕСТАР
Г4 - ЈАНИКА БАЛАЖ
 Г - ТАМБУРАШИ
??? - ПЕТРОВАРАДИН

А1 - БАТИСКАФ
А2 - АЛБАТРОС
А3 - ЛАЂА
А4 - ХРИД
 А - МОРЕ
Б1 - ФОРИНТА
Б2 - РАПСОДИЈА
Б3 - ПЕРКЕЛТ
Б4 - МАТРА
 Б - МАЂАРСКА
В1 - СЕВЕР
В2 - СРБИЈА
В3 - ПОКРАЈИНА
В4 - МИКА АНТИЋ
 В - ВОЈВОДИНА
Г1 - НАУЧНА
Г2 - АРМИЈСКА
Г3 - РУРСКА
Г4 - ГЕОГРАФСКА
 Г - ОБЛАСТ
??? - ПАНОНИЈА
