5915. емисија
89. циклус
6. емисија
23. 04. 2015.
www.youtube.com/watch?v=oNTMmC5Jslo

А1 - РЕСАВА
А2 - ПОСТОЈНА
А3 - ЛАЗАРЕВА
А4 - РИСОВАЧА
 А - ПЕЋИНА
Б1 - КАБИНА
Б2 - МУЗИКА
Б3 - БАТЕРИЈА
Б4 - КУПАТИЛО
 Б - ТУШ
В1 - ИЛУСТРАЦИЈА
В2 - СМЕХ
В3 - КОРАКС
В4 - ПЈЕР
 В - КАРИКАТУРА
Г1 - ПЛАЧ
Г2 - ВРТИЋ
Г3 - ДОДАТАК
Г4 - ЛЕКАР
 Г - ДЕЧЈИ
??? - ЦРТЕЖ

А1 - ДУБЛ
А2 - СИНГЛ
А3 - ЛИНИЈЕ
А4 - СТО
 А - ТЕНИС
Б1 - СПРЕМАЊЕ
Б2 - БРИСАЊЕ
Б3 - ЦИПЕЛЕ
Б4 - ХЕМИЈА
 Б - ЧИШЋЕЊЕ
В1 - ТРАНСПОРТ
В2 - УПРАВЉАЊЕ
В3 - ПОЛОВНО
В4 - РЕГИСТРАЦИЈА
 В - ВОЗИЛО
Г1 - КОМИТЕТ
Г2 - ТРГ
Г3 - ЗАТВОР
Г4 - СРЕДИШЊИ
 Г - ЦЕНТРАЛНИ
??? - ТЕРЕН
