7246. емисија
111. циклус
24. емисија
28. 02. 2019.
www.youtube.com/watch?v=_whhF1y_IaA

А1 - ЦЕМЕНТ
А2 - АГРЕГАТ
А3 - ВОДА
А4 - АРМАТУРА
 А - БЕТОН
Б1 - ПАСТИР
Б2 - КАНАП
Б3 - ПЕЦАЊЕ
Б4 - СКИЈАЊЕ
 Б - ШТАП
В1 - ИГРА
В2 - СПОТ
В3 - РЕКОРДЕР
В4 - НАДЗОР
 В - ВИДЕО
Г1 - НАРОДНА
Г2 - БАКА
Г3 - ЧАЈНА
Г4 - ЛЕТЊА
 Г - КУХИЊА
??? - МИКСЕР

А1 - СКИЈАЊЕ 
А2 - ЂОН
А3 - ОБУЋАР
А4 - ИТАЛИЈА
 А - ЦИПЕЛЕ
Б1 - НОВИНЕ
Б2 - НАУКА
Б3 - ПАРТИЈА
Б4 - ПРОГРАМ
 Б - ПОЛИТИКА
В1 - ПОЉЕ
В2 - КОМПАНИЈА
В3 - ГОРИВО
В4 - ТАНКЕР
 В - НАФТА
Г1 - ТЕРЕТ
Г2 - ПУТНИЦИ
Г3 - ПАНОРАМА
Г4 - ОКНО
 Г - ЛИФТ
??? - ПЛАТФОРМА
