7235. емисија
111. циклус
13. емисија
17. 02. 2019.
www.youtube.com/watch?v=XrmDwXr4vjw

А1 - ЗИМА
А2 - СТРЕЛАЦ
А3 - ЈАРАЦ
А4 - 12
 А - ДЕЦЕМБАР
Б1 - ПРТЉАГ
Б2 - ПРЕВОЗ
Б3 - СВЕТ
Б4 - ВОЈВОДА
 Б - ПУТНИК
В1 - МАРШ
В2 - РЕПУБЛИКА
В3 - КУПАТИЛО
В4 - ЛИРА
 В - ТУРСКА
Г1 - БАР
Г2 - ЈАДРАН
Г3 - АПУЛИЈА
Г4 - ЦРВЕНА ЗБЕЗДА
 Г - БАРИ
??? - СВЕТИ НИКОЛА

А1 - МЕДИЧИ
А2 - АДАМС
А3 - СОПРАНО
А4 - ПОПАДИЋ
 А - ПОРОДИЦА
Б1 - АТЛЕТИКА
Б2 - ЗЕМЉА
Б3 - СНЕГ
Б4 - ГАТАЊЕ
 Б - КУГЛА
В1 - СОК
В2 - ЈОГУРТ
В3 - ЈУГ
В4 - САЛАТА
 В - ВОЋЕ
Г1 - БЕЛА
Г2 - ЦРНА
Г3 - ТОПЛА
Г4 - КОЦКА
 Г - ЧОКОЛАДА
??? - СЛАДОЛЕД
