7192. емисија
109. циклус
63. емисија
05. 01. 2019.
www.youtube.com/watch?v=9Z-CZva-h4s

А1 - АУТО
А2 - СТАРА
А3 - СРЕДЊА
А4 - ВИСОКА
 А - ШКОЛА
Б1 - НЕГАТИВ
Б2 - АЛБУМ
Б3 - АПАРАТ
Б4 - СЛИКА
 Б - ФОТОГРАФИЈА
В1 - СЕКРЕТАР
В2 - МЕНАЏЕР
В3 - ШТРАЈК
В4 - СПОНЗОР
 В - ГЕНЕРАЛНИ
Г1 - ПОЗДРАВ
Г2 - ПРЕГЛЕД
Г3 - ЦЕНТАР
Г4 - ЖУРНАЛ
 Г - СПОРТСКИ
??? - ДИРЕКТОР

А1 - ШЕЋЕР
А2 - БОКВИЦА
А3 - СОК
А4 - КАШАЉ
 А - СИРУП
Б1 - ГРАД
Б2 - ГОЛИЈА
Б3 - МОРАВИЦА
Б4 - КРОМПИР
 Б - ИВАЊИЦА
В1 - ОГРАДА
В2 - ГРЕДА
В3 - ЖИВОТ
В4 - ГРАНА
 В - ДРВО
Г1 - ХОКЕЈ НА ЛЕДУ
Г2 - БРАЈАН АДАМС
Г3 - ДОЛАР
Г4 - ЛАБРАДОР
 Г - КАНАДА
??? - ЈАВОР
