6158. емисија
93. циклус
5. емисија
05. 01. 2016.
www.youtube.com/watch?v=pheBBMlits8

А1 - СТЕПЕНИЦЕ
А2 - АПАРАТ
А3 - ВАТРА
А4 - ШУМСКИ
 А - ПОЖАР
Б1 - БЕО
Б2 - ФАРБАЊЕ
Б3 - ВОЋКЕ
Б4 - ВАПНО
 Б - КРЕЧ
В1 - ЧЕСТИТКА
В2 - ПОКЛОН
В3 - ТОРТА
В4 - ПРОСЛАВА
 В - РОЂЕНДАН
Г1 - МОТОР
Г2 - ПАЉЕЊЕ
Г3 - ВАРНИЦА
Г4 - ЦИЛИНДАР
 Г - СВЕЋИЦЕ
??? - ГАШЕЊЕ

А1 - ВЛАКНО
А2 - НЕОН
А3 - ЛАМПА
А4 - ИДЕЈА
 А - СИЈАЛИЦА
Б1 - ИЗБОРИ
Б2 - БРОЈАЊЕ
Б3 - ЖИЦЕ
Б4 - ДОБАР
 Б - ГЛАС
В1 - ЧЕШКА
В2 - ГЉИВА
В3 - ГРИЗ
В4 - СУПА
 В - КНЕДЛА
Г1 - КАП
Г2 - ЦАРСКА
Г3 - МУТНА
Г4 - ЛУК
 Г - ВОДА
??? - ГРЛО
