5744. емисија
86. циклус
18. емисија
03. 11. 2014.
www.youtube.com/watch?v=WFYt9X5L30k

А1 - КРИЛО
А2 - КЉУН
А3 - РАЈСКА
А4 - РУГАЛИЦА
 А - ПТИЦА
Б1 - ЖУТА
Б2 - ЗЕЛЕНА
Б3 - МЛЕВЕНА
Б4 - ЉУТА
 Б - ПАПРИКА
В1 - ТАБЛА
В2 - КУВАЊЕ
В3 - МЛЕКО
В4 - КАКАО
 В - ЧОКОЛАДА
Г1 - ЛЕСКОВАЦ
Г2 - РОШТИЉ
Г3 - СПЕЦИЈАЛИТЕТ
Г4 - МЕШАНО МЕСО
 Г - ПЉЕСКАВИЦА
??? - ПУЊЕНА

А1 - СУДИЈА
А2 - ВОЗ
А3 - ПИШТАЉКА
А4 - ОСАМ
 А - ЗВИЖДУК
Б1 - ПАЛИЦА
Б2 - МАЕСТРО
Б3 - ХОР
Б4 - ОРКЕСТАР
 Б - ДИРИГЕНТ
В1 - ТРИ НОГЕ
В2 - ЦРНО-БЕЛО
В3 - ШОПЕН
В4 - ПОГОРЕЛИЋ
 В - КЛАВИР
Г1 - СПОРТ
Г2 - ЛЕДЕНА
Г3 - ПИОНИР
Г4 - ХАЛА
 Г - ДВОРАНА
??? - КОНЦЕРТ
