6081. емисија
91. циклус
50. емисија
20. 10. 2015.
www.youtube.com/watch?v=CtuMeKGhclo

А1 - ЋЕЛИЈА
А2 - ХРОМОЗОМИ
А3 - ПЛАТНО
А4 - КАТАРКА
 А - ЈЕДРО
Б1 - ЈАЈЕ
Б2 - КАПЕТАН
Б3 - ЂЕНОВА
Б4 - АМЕРИКА
 Б - КОЛУМБО
В1 - КЛИП
В2 - ИЗВИЂАЧ
В3 - НОСАЧ
В4 - ПИЛОТ
 В - АВИОН
Г1 - ПЕТАО
Г2 - КОЊАК
Г3 - КЉУЧ
Г4 - РЕПУБЛИКА
 Г - ФРАНЦУСКА
??? - КАРАВЕЛА

А1 - ГИТАРА
А2 - ЗЛАТО
А3 - БОДЉЕ
А4 - ГЛАС
 А - ЖИЦА
Б1 - ЛУТКА
Б2 - ИГЛА
Б3 - ГОБЛЕН
Б4 - МАК
 Б - КОНАЦ
В1 - ЗАКЉУЧАК
В2 - МАТЕМАТИЧКА
В3 - МАГНЕТНА
В4 - "L"
 В - ИНДУКЦИЈА
Г1 - ФИЗИЧАР
Г2 - ИДВОР
Г3 - ИНСТИТУТ
Г4 - МИХАИЛО
 Г - ПУПИН
??? - КАЛЕМ
