6625. емисија
100. циклус
45. емисија
16. 06. 2017.
www.youtube.com/watch?v=bfLCpKa7qIM

А1 - ЗАЧАРАНИ
А2 - ДВОЈКА
А3 - КВАДРАТ
А4 - КВИНТА
 А - КРУГ
Б1 - СМЕР
Б2 - ИНТЕНЗИВНА
Б3 - ОРЈЕНТАЦИЈА
Б4 - ПРОИЗВОД
 Б - ВЕКТОР
В1 - СЛОБОДА
В2 - БРАУНОВО
В3 - УБРЗАНО
В4 - ЈЕДНОЛИКО
 В - КРЕТАЊЕ
Г1 - СЛОВО
Г2 - ОТПОР
Г3 - РЕНГДЕН
Г4 - ПРЕПОРУЧЕНО
 Г - "R"
??? - РАДИЈУС

А1 - ПОЗОРИШТЕ
А2 - ИЗЛОГ
А3 - СТАДИЈУМ
А4 - ПОРЦЕЛАН
 А - ЛУТКА
Б1 - ЗВЕЗДА
Б2 - ФОРТУНА
Б3 - КОЛО
Б4 - ПОТКОВИЦА
 Б - СРЕЋА
В1 - БАШТА
В2 - ШИШАЊЕ
В3 - ПРЕТИЦАЊЕ
В4 - ПРЕФЕРАНС
 В - МАКАЗЕ
Г1 - ПЛАТНО
Г2 - КАНАЛ
Г3 - ШЕШИР
Г4 - ДРЖАВА
 Г - ПАНАМА
??? - КРОЈАЧ
