7272. емисија
112. циклус
20. емисија
26. 03. 2019.
www.youtube.com/watch?v=4QLzZVvlyZc

А1 - БРИТАНИЈА
А2 - ДРОПЉА
А3 - ИЛУЗИЈА
А4 - КОЛА
 А - ВЕЛИКА
Б1 - БОЛНИЦА
Б2 - ПСИХОЛОГИЈА
Б3 - ЦЕНТАР
Б4 - ШВАРЦВАЛД
 Б - КЛИНИКА
В1 - ПРАВО
В2 - БИЉКА
В3 - РЕЦЕПТ
В4 - БОЛЕСТ
 В - ЛЕК
Г1 - РАДОЈЕ ДОМАНОВИЋ
Г2 - ИЗРАЕЛ
Г3 - ЈОРДАН
Г4 - САЛИНИТЕТ
 Г - МРТВО МОРЕ
??? - ДЕПРЕСИЈА

А1 - БАЛЗАМ
А2 - РУЖ
А3 - СЈАЈ
А4 - ВИШЊА
 А - УСНЕ
Б1 - КОШУЉА
Б2 - ТАСТЕР
Б3 - МАНЖЕТНА
Б4 - КАПУТ
 Б - ДУГМЕ
В1 - УЛАЗ
В2 - КЉУЧ
В3 - КРУЖНА
В4 - ОТВОРЕНА
 В - ВРАТА
Г1 - ГУЖВА
Г2 - ОКРЕТНИЦА
Г3 - СТАНИЦА
Г4 - ДАБЛ-ДЕКЕР
 Г - АУТОБУС
??? - ХАРМОНИКА
