7114. емисија
108. циклус
46. емисија
19. 10. 2018.
www.youtube.com/watch?v=0DzBhyEIJKk

А1 - МОЛАР
А2 - ВИЛИЦА
А3 - ТЕСТЕРА
А4 - ВРЕМЕ
 А - ЗУБ
Б1 - МЕСЕЦ
Б2 - ГАНИМЕД
Б3 - СПУТЊИК
Б4 - ИО
 Б - САТЕЛИТ
В1 - ФИЗИЧАР
В2 - НОБЕЛ
В3 - ЗРАЦИ
В4 - АПАРАТ
 В - РЕНДГЕН
Г1 - ОПСАДНО
Г2 - ЗДРАВСТВЕНО
Г3 - АГРЕГАТНО
Г4 - ВАНРЕДНО
 Г - СТАЊЕ
??? - СНИМАК

А1 - ПОВЕЋАЊЕ
А2 - ПЕЧУРКЕ
А3 - КВАСАЦ
А4 - ХОРМОН
 А - РАСТ
Б1 - МАЈМУН
Б2 - КРВ
Б3 - ГРУПЕ
Б4 - Rh
 Б - РЕЗУС
В1 - ПРЕПЛАНУТИ
В2 - ЛЕЖАЉКА
В3 - СОЛАРИЈУМ
В4 - УЉЕ
 В - СУНЧАЊЕ
Г1 - МАТЕМАТИКА
Г2 - ОПЕРАЦИЈА
Г3 - ПРОИЗВОД
Г4 - ТАБЛИЦА
 Г - МНОЖЕЊЕ
??? - ФАКТОР
