6931. емисија
105. циклус
46. емисија
18. 04. 2018.
www.youtube.com/watch?v=dilIHpgpw0A

А1 - КОРИТО
А2 - КРМА
А3 - ПАЛУБА
А4 - КАПЕТАН
 А - БРОД
Б1 - СУКОБ
Б2 - СЕКИРА
Б3 - ХЛАДНИ
Б4 - СВЕТСКИ
 Б - РАТ
В1 - СПОРТ
В2 - КОРМИЛАР
В3 - ФИСА
В4 - ЧАМАЦ
 В - ВЕСЛАЊЕ
Г1 - СПАРТАК
Г2 - ЛАНЦИ
Г3 - РАД
Г4 - ПОСЛУШАЊЕ
 Г - РОБОВИ
??? - ГАЛИЈА

А1 - ПЕШАК
А2 - ПУСТО
А3 - КОРАЛ
А4 - ВУЛКАН
 А - ОСТРВО
Б1 - НАУЧНИК
Б2 - ПОТИСАК
Б3 - ЕУРЕКА
Б4 - КРУГОВИ
 Б - АРХИМЕД
В1 - АДВОКАТ
В2 - ЗАШТИТА
В3 - НАРОДНА
В4 - НАПАД
 В - ОДБРАНА
Г1 - ТАБЛА
Г2 - ПАРТИЈА
Г3 - ФИГУРА
Г4 - МАТ
 Г - ШАХ
??? - СИЦИЛИЈА
