5998. емисија
90. циклус
28. емисија
15. 07. 2015.
www.youtube.com/watch?v=cytZ5hDqbFY

А1 - ОРДИНАЦИЈА
А2 - МЕДИЦИНА
А3 - ДЕЧЈИ
А4 - ЗУБНИ
 А - ЛЕКАР
Б1 - БАЊА
Б2 - ПСИХО
Б3 - АКУПУНКТУРА
Б4 - ФИЗИКАЛНА
 Б - ТЕРАПИЈА
В1 - ДОРУЧАК
В2 - ОСТРВСКИ
В3 - ХУМОР
В4 - ЈЕЗИК
 В - ЕНГЛЕСКИ
Г1 - НА СПРАТ
Г2 - ФЕДЕР
Г3 - СУНЂЕР
Г4 - ЈАСТУК
 Г - КРЕВЕТ
??? - ПАЦИЈЕНТ

А1 - МОКРАЊАЦ
А2 - РАХМАЊИНОВ
А3 - БЕТОВЕН
А4 - ЛИСТ
 А - КОМПОЗИТОР
Б1 - СВЕЧАНА
Б2 - МАСОНИ
Б3 - ВИП
Б4 - СТАДИОН
 Б - ЛОЖА
В1 - СОЛО
В2 - ХОР
В3 - КАНОН
В4 - ПОЈ
 В - ПЕВАЊЕ
Г1 - ИМПРОВИЗАЦИЈА
Г2 - РОЛА
Г3 - ПАНТОМИМА
Г4 - ПРЕТВАРАЊЕ
 Г - ГЛУМА
??? - ОПЕРА
