6914. емисија
105. циклус
29. емисија
01. 04. 2018.
www.youtube.com/watch?v=MUSiiXvsV8Q

А1 - КОРИЦЕ
А2 - МОЉАЦ
А3 - БИБЛИОТЕКА
А4 - ПОВЕЗ
 А - КЊИГА
Б1 - СВЕТ
Б2 - МРЕЖА
Б3 - ПРЕТРАЖИВАЊЕ
Б4 - ПРОТОКОЛ
 Б - ИНТЕРНЕТ
В1 - БРОЈЕВИ
В2 - ОБЕЛЕЖАВАЊЕ
В3 - РЕДОСЛЕД
В4 - АУТОМАТСКО
 В - НУМЕРИСАЊЕ
Г1 - БРОД
Г2 - ШКОЛА
Г3 - ТВ
Г4 - ЖУРНАЛ
 Г - ДНЕВНИК
??? - СТРАНИЦА

А1 - КРСНА
А2 - СИРЕНА
А3 - МАТУРА
А4 - РОКАДА
 А - МАЛА
Б1 - БРИТАНИЈА
Б2 - ЕКАТАРИНА
Б3 - ПЛАНА
Б4 - МОРАВА
 Б - ВЕЛИКА
В1 - ВРЕМЕ
В2 - УГАО
В3 - ЈЕДИНИЦА
В4 - "S"
 В - СЕКУНДА
Г1 - ЗИД
Г2 - МЕХАНИЗАМ
Г3 - КЛАТНО
Г4 - РУКА
 Г - САТ
??? - КАЗАЉКА
