5766. емисија
86. циклус
40. емисија
25. 11. 2014.
www.youtube.com/watch?v=1eINCSUCgaE

А1 - ВИЉУШКА
А2 - ЈЕЗИК
А3 - ТЕСТЕРА
А4 - ПАСТА
 А - ЗУБИ
Б1 - ТРАКА
Б2 - РЕП
Б3 - ДЛАКА
Б4 - ШНАЛА
 Б - КОСА
В1 - НАПЛАТА
В2 - МЕСТО
В3 - ГАРАЖА
В4 - "P"
 В - ПАРКИНГ
Г1 - ЛАНАЦ
Г2 - СЕДЛО
Г3 - ПЕДАЛА
Г4 - ТАНДЕМ
 Г - БИЦИКЛ
??? - ЧЕШАЉ

А1 - МАГЕЛАН
А2 - ОБЛАК
А3 - АНДРОМЕДА
А4 - МЛЕЧНИ ПУТ
 А - ГАЛАКСИЈА
Б1 - ВИНОГРАД
Б2 - СТОПАЛО
Б3 - РОГОВИ
Б4 - СПОРОСТ
 Б - ПУЖ 
В1 - НАУЧНИК
В2 - ПОТИСАК
В3 - КРУГОВИ
В4 - ЕУРЕКА
 В - АРХИМЕД
Г1 - КИСЕЛИНА
Г2 - ГЕНИ
Г3 - ВОТСОН
Г4 - КРИК
 Г - ДНК
??? - СПИРАЛА
