6069. емисија
91. циклус
38. емисија
08. 10. 2015.
www.youtube.com/watch?v=WM7WKg9xsTw

А1 - ПУЛА
А2 - БЕОГРАД
А3 - ЗЛАТНА
А4 - ЦИРКУС
 А - АРЕНА
Б1 - ПРЕВОЗ
Б2 - ПАРК
Б3 - ВОДОВОД
Б4 - ТРГ
 Б - ГРАДСКИ
В1 - БИК
В2 - ШПАНИЈА
В3 - МЕКСИКО
В4 - КОПЉЕ
 В - КОРИДА
Г1 - ДУГИ
Г2 - КРАТКИ
Г3 - ЈАХАЊЕ
Г4 - МОЖДАНИ
 Г - ТАЛАСИ
??? - СТАДИОН

А1 - ХОТЕЛИ
А2 - ИСХРАНА
А3 - ПАС
А4 - ЗЛАТО
 А - ЛАНАЦ
Б1 - ПРОТОНИ
Б2 - НЕУТРОНИ
Б3 - АТОМ
Б4 - ЋЕЛИЈА
 Б - ЈЕЗГРО
В1 - ВРАНА
В2 - УДОВИЦА
В3 - ТАЧКА
В4 - МАМБА
 В - ЦРНА
Г1 - ТУЂА
Г2 - СПОЉАШЊА
Г3 - ШТАМПА
Г4 - ИНТЕРВЕНЦИЈА
 Г - СТРАНА
??? - ЗЕМЉА
