6453. емисија
97. циклус
56. емисија
26. 12. 2016.
www.youtube.com/watch?v=TcFcte3V-l4
А1 - КЛАТНО
А2 - ОПРУГА
А3 - ТРЕПТАЊЕ
А4 - ВИБРИРАЊЕ
 А - ОСЦИЛОВАЊЕ
Б1 - ТЕМПЕРАТУРА
Б2 - ПРЕСЕК
Б3 - ТРИЦИЈУМ
Б4 - ТАЈЛАНД
 Б - Т 
В1 - НАУКА
В2 - ЗЕМЉА
В3 - РАЗВОЈ
В4 - ИСПИТИВАЊЕ
 В - ГЕОЛОГИЈА
Г1 - РЕНЕСАНСА
Г2 - СОЦИЈАЛИЗАМ
Г3 - ДОБА
Г4 - ЗЛАТНА
 Г - ЕПОХА
??? - ПЕРИОД

А1 - ДОБРО
А2 - ПОЧЕТАК
А3 - КАФА
А4 - ДОРУЧАК
 А - ЈУТРО
Б1 - ТИГАР
Б2 - АМУР
Б3 - ОРАЊЕ
Б4 - КАМА
 Б - РЕКА
В1 - КРОШЊА
В2 - ШУМА
В3 - КОСА
В4 - БУЈНА
 В - ГУСТА
Г1 - БЕО
Г2 - СИВ
Г3 - ЦИРУС
Г4 - НЕБО
 Г - ОБЛАК
??? - МАГЛА
