6421. емисија
97. циклус
24. емисија
24. 11. 2016.
www.youtube.com/watch?v=zRW0p15luns

А1 - САОБРАЋАЈ
А2 - ПРУГЕ
А3 - ВОЗОВИ
А4 - СТАНИЦА
 А - ЖЕЛЕЗНИЦА
Б1 - КРОЈЦЕР
Б2 - МЕСЕЦ
Б3 - КЛАВИР
Б4 - ЈЕСЕЊА
 Б - СОНАТА
В1 - УСИЉЕНИ
В2 - ИГМАН
В3 - ОДСТУПНИ
В4 - ДУГИ
 В - МАРШ
Г1 - АУТОМОБИЛ
Г2 - МАШИНА
Г3 - УЛОМЦИ
Г4 - МОЗАИК
 Г - ДЕЛОВИ
??? - КОМПОЗИЦИЈА

А1 - НЕКТАР
А2 - ДРВО
А3 - ЖБУН
А4 - СЛАТКО
 А - ВОЋЕ
Б1 - КАЈГАНА
Б2 - АПОСТОЛ
Б3 - ЦРКВА
Б4 - СИМОН
 Б - СВЕТИ ПЕТАР
В1 - МЕНДЕС
В2 - ХЕРЦИГОВА
В3 - РАС
В4 - БРАУН
 В - ЕВА
Г1 - ХОРИЗОНТ
Г2 - ЗЕНИТ
Г3 - СВОД
Г4 - ЗВЕЗДЕ
 Г - НЕБО
??? - РАЈ
