6257. емисија
94. циклус
43. емисија
13. 04. 2016.
www.youtube.com/watch?v=3v3SMjlYjeY

А1 - ДЕЦА
А2 - РОДИТЕЉИ
А3 - СТАБЛО
А4 - ЛОЗА
 А - ПОРОДИЦА
Б1 - ВЕДРИНА
Б2 - ПОПРАВИТИ
Б3 - ОСЕЋАЊЕ
Б4 - ЕУФОРИЧНИ
 Б - РАСПОЛОЖЕЊЕ
В1 - ПОГРЕБ
В2 - КОЛОНА
В3 - ПАРАДА
В4 - КАРНЕВАЛ
 В - ПОВОРКА
Г1 - НЕДЕЉА
Г2 - ПРОЛЕЋЕ
Г3 - ПАСХА
Г4 - ЈАЈА
 Г - УСКРС
??? - ПРАЗНИК

А1 - БАВАРСКА
А2 - КРИВА
А3 - ДОРУЧАК
А4 - ПУТЕР
 А - КИФЛА
Б1 - ЛИЦЕ
Б2 - КАП
Б3 - ТУГА
Б4 - ОКО
 Б - СУЗА
В1 - КАПУТ
В2 - ОГРЕВ
В3 - БЛАГА
В4 - ОШТРА
 В - ЗИМА
Г1 - АТМОСФЕРА
Г2 - НЕБО
Г3 - ЈУТАРЊА
Г4 - ОБИЛНА
 Г - ПАДАВИНА
??? - СЛАНА
