5851. емисија
88. циклус
3. емисија
18. 02. 2015.
www.youtube.com/watch?v=5_nlpjCzMyE

А1 - КАРТИЦА
А2 - ПЛАЋАЊЕ
А3 - РАТА
А4 - ЖИРАНТ
 А - КРЕДИТ
Б1 - МРЕЖА
Б2 - СИГНАЛ
Б3 - ДИСПЛЕЈ
Б4 - БАТЕРИЈА
 Б - МОБИЛНИ ТЕЛЕФОН
В1 - ЈЕЛО
В2 - ЗАЧИН
В3 - ДЕЧЈИ
В4 - АНЕКС
 В - ДОДАТАК
Г1 - ПРОГРАМ
Г2 - ПРЕДАВАЊЕ
Г3 - ПРАКСА
Г4 - ТЕОРИЈА
 Г - НАСТАВА
??? - ДОПУНА

А1 - РАДНИК
А2 - ПОДЛОГА
А3 - ГОЛФ
А4 - ДОМАЋИ
 А - ТЕРЕН
Б1 - НАДЗОР
Б2 - ВИДЕО
Б3 - WEB
Б4 - ПОКРЕТНА
 Б - КАМЕРА
В1 - ТАЛАС
В2 - ПРАГ
В3 - ЗИД
В4 - ВИЉУШКА
 В - ЗВУК
Г1 - ПЛЕС
Г2 - "B"
Г3 - АТЕЉЕ
Г4 - РЕФЛЕКТОРИ
 Г - СТУДИО
??? - СНИМАЊЕ
