5810. емисија
87. циклус
23. емисија
08. 01. 2015.
www.youtube.com/watch?v=2SN_KHocbCQ

А1 - ОРГАНИЗАМ
А2 - ЛУЧЕЊЕ
А3 - ХОРМОН
А4 - ГОНАДА
 А - ЖЛЕЗДА
Б1 - ЗАСТАВА
Б2 - АТЛЕТИКА
Б3 - РЕКВИЗИТ
Б4 - ОРУЖЈЕ
 Б - КОПЉЕ
В1 - ДОН КИХОТ
В2 - ЛИК
В3 - ПОМОЋНИК
В4 - КОЊУШАР
 В - САНЧО ПАНСА
Г1 - ПЕСАК
Г2 - ЗИД
Г3 - СВЕТ
Г4 - КРЕЧ
 Г - ЖИВИ
??? - ШТИТ

А1 - ЗИД 
А2 - ЦРТАЊЕ
А3 - ОЛОВКА
А4 - УГЉЕНИК
 А - ГРАФИТ
Б1 - СМЕША
Б2 - ПЛАСТИЧНИ
Б3 - TNT
Б4 - НИТРОГЛИЦЕРИН
 Б - ЕКСПЛОЗИВ
В1 - ПАПРИКЕ
В2 - БАТЕРИЈА
В3 - КОБАСИЦА
В4 - БАРУТ
 В - ПУЊЕЊЕ
Г1 - ФАБРИКА
Г2 - МЕСО
Г3 - ЛОКОМОТИВА
Г4 - АУСПУХ
 Г - ДИМ
??? - БОМБА
