5757. емисија
86. циклус
31. емисија
16. 11. 2014.
www.youtube.com/watch?v=UOzw1irBpxg

А1 - ДУПЛИ
А2 - LP
А3 - CD
А4 - КОМПИЛАЦИЈА
 А - АЛБУМ
Б1 - ВОЈНИ
Б2 - ИЗЛОЖБА
Б3 - НИКОЛА ТЕСЛА
Б4 - ПРАДО 
 Б - МУЗЕЈ
В1 - ЦИКЛУС
В2 - ЛИРИКА
В3 - ИЗВОРНЕ
В4 - НАВИЈАЧИ
 В - ПЕСМЕ
Г1 - -ПЛОЧА
Г2 - СЕЋАЊЕ
Г3 - МЕНЕНТО
Г4 - ...НА РУВАРЦА
 Г - СПОМЕН
??? - ЗБИРКА

А1 - НУЛА
А2 - ЗАСТАРЕЛА
А3 - ПОТПУНА
А4 - БЕЗУСЛОВНА
 А - ПОТПУНА 
Б1 - СКОК
Б2 - ДАМПИНГ
Б3 - ТАРИФА
Б4 - ФАБРИЧКА
 Б - ЦЕНА
В1 - ЉУБАВНО
В2 - ПРИМАЛАЦ
В3 - ОПРОШТАЈ
В4 - ГАРАНЦИЈА
 В - ПИСМО
Г1 - НОРМЕ
Г2 - ПОДРШКА
Г3 - КРИЗА
Г4 - ЛАЖНИ
 Г - МОРАЛ
??? - ВРЕДНОСТ
