6382. емисија
96. циклус
46. емисија
16. 10. 2016.
www.youtube.com/watch?v=spYWccpZ5zc

А1 - КОШУЉА
А2 - ГНЕЗДО
А3 - ШАРКА
А4 - КОБРА
 А - ЗМИЈА
Б1 - КИША
Б2 - ШАМПИЊОН
Б3 - АТОМ
Б4 - ТАРТУФ
 Б - ПЕЧУРКА
В1 - БИТКА
В2 - ПОКЛИЧ
В3 - ПОЉЕ
В4 - МИШАР
 В - БОЈ
Г1 - ФИЛОЗОФ
Г2 - АТИНА
Г3 - ОДБРАНА
Г4 - КСАНТИПА
 Г - СОКРАТ
??? - ОТРОВ 

А1 - ВОЛТА
А2 - НОСАЧ
А3 - КАПИТЕЛ
А4 - ФРИЗ
 А - СТУБ
Б1 - КОРИНТ
Б2 - ПАНАМА
Б3 - СУЕЦ
Б4 - ВЕНЕЦИЈА
 Б - КАНАЛ
В1 - СИСТЕМ
В2 - НЕУРОН
В3 - ДЕНДРИТ
В4 - СИНАПСА
 В - НЕРВ
Г1 - ВОЈНИК
Г2 - ПОСЛУШНОСТ
Г3 - РЕД
Г4 - СПАРТА
 Г - ДИСЦИПЛИНА
??? - КИЧМА
