5821. емисија
87. циклус
34. емисија
19. 01. 2015.
www.youtube.com/watch?v=BZAMst_-fZ8

А1 - СТРАШИЛО
А2 - НЕКРЕТНИНА
А3 - ОБРАДА
А4 - МЕЂА
 А - ЊИВА
Б1 - БОМБОНА
Б2 - ТОЧАК
Б3 - ЛОПТА
Б4 - РЕЗЕРВА
 Б - ГУМА
В1 - ДОДИР
В2 - ПОРА
В3 - ГОЛА
В4 - ТЕСНА
 В - КОЖА
Г1 - ПАСТА
Г2 - НОГЕ
Г3 - ЛЕТЊА
Г4 - ЗИМСКА
 Г - ОБУЋА
??? - ОПАНЦИ

А1 - ИДЕЈА
А2 - ЗВЕЗДА
А3 - РАКЕТА
А4 - ПРЕДВОДНИЦА
 А - ВОДИЉА
Б1 - ВРСТА
Б2 - ПРОМЕНЉИВА
Б3 - ВЛАСТИТА
Б4 - ЗАЈЕДНИЧКА
 Б - ИМЕНИЦА
В1 - ДИПЛОМАТА
В2 - ПЕСНИК
В3 - БЕОГРАД
В4 - ДОЛАП
 В - МИЛАН РАКИЋ
Г1 - УЖИЦЕ
Г2 - ТУЗЛА
Г3 - ШТАМПА
Г4 - ГОВОР
 Г - СЛОБОДА
??? - МИСАО
