5995. емисија
90. циклус
25. емисија
12. 07. 2015.
www.youtube.com/watch?v=IcHjycaq9Ss

А1 - ШИШАЊЕ
А2 - ЦРНА
А3 - ДОРУЧАК
А4 - СУВА
 А - ТРАВА
Б1 - МАРКО ПОЛО
Б2 - МАЛА
Б3 - ТИГАР
Б4 - СИБИР
 Б - АЗИЈА
В1 - ФУНКЦИЈА
В2 - ВЕЛИЧИНА
В3 - ДИФЕРЕНЦИЈАЛ
В4 - ОДРЕЂЕНИ
 В - ИНТЕГРАЛ
Г1 - ВИТЕЗОВИ
Г2 - СТО
Г3 - ЗАОБЉЕНИ
Г4 - ЦЕЛОВИТИ
 Г - ОКРУГЛИ
??? - ПИРИНАЧ

А1 - СКАНДИНАВИЈА
А2 - АРАБИЈА
А3 - КАЛИФОРНИЈА
А4 - ФЛОРИДА
 А - ПОЛУОСТРВО
Б1 - ДЕТЕЛИНА
Б2 - РЕПУБЛИКА
Б3 - СВЕТИ ПАТРИК
Б4 - ГИНИС
 Б - ИРСКА
В1 - АДА
В2 - ШТРАНД
В3 - ЈАЗ
В4 - ЛИДО
 В - ПЛАЖА
Г1 - ОРАО
Г2 - МРЕЖА
Г3 - ЧАМАЦ
Г4 - ЧИЗМЕ
 Г - РИБАР
??? - МОРЕ
