6925. емисија
105. циклус
40. емисија
12. 04. 2018.
www.youtube.com/watch?v=c8nm2bxkIos

А1 - ТРАКА
А2 - БРЗИНА
А3 - КАДАР
А4 - ФЕСТИВАЛ
 А - ФИЛМ
Б1 - РАДИО
Б2 - ФОТО
Б3 - ДРЖАВНИ
Б4 - ГОЛЏИЈЕВ
 Б - АПАРАТ
В1 - ЛИНИЈА
В2 - УПОРЕДНИК
В3 - ПОРЕЂЕЊЕ
В4 - ПОВУЋИ
 В - ПАРАЛЕЛА
Г1 - ЖАБА
Г2 - БУДУЋНОСТ
Г3 - ГЕОМЕТРИЈА
Г4 - СЛИКАРСТВО
 Г - ПЕРСПЕКТИВ
??? - ПРОЈЕКЦИЈА

А1 - ДИВЉА
А2 - ОЧИ
А3 - ПЕРСИЈА
А4 - КАШАЉ
 А - МАЧКА
Б1 - ВРЕЋА
Б2 - РУКАВИЦЕ
Б3 - НОС
Б4 - УСТАНАК
 Б - БОКС
В1 - САЗВЕЖЂЕ
В2 - ХОРОСКОП
В3 - КАСТОР
В4 - ПОЛУКС
 В - БЛИЗАНЦИ
Г1 - КРАЉЕВИНА
Г2 - БАНГКОК
Г3 - ЧАО ПРАЈА
Г4 - МАСАЖА
 Г - ТАЈЛАНД
??? - СИЈАМ
