6106. емисија
92. циклус
14. емисија
14. 11. 2015.
www.youtube.com/watch?v=oa9gdR1Tkus

А1 - СПРАТ
А2 - БОЛНИЦА
А3 - ХОТЕЛ
А4 - НАМЕШТАЈ
 А - КРЕВЕТ
Б1 - СПИРАЛА
Б2 - АМОРТИЗЕР
Б3 - ФЕДЕР
Б4 - ЧАСОВНИК
 Б - ОПРУГА
В1 - ЈАСТУК
В2 - ПИШТОЉ
В3 - СЛОЈ
В4 - ЂОН
 В - ВАЗДУШНИ
Г1 - ХЛЕБ
Г2 - ПАМУК
Г3 - КАО ДУША
Г4 - СУГЛАСНИК
 Г - МЕК
??? - ДУШЕК

А1 - ПУТ
А2 - ПУТ 
А3 - ЖИВОТНА
А4 - ТРГ
 А - РАСКРСНИЦА
Б1 - КОМАРЦИ
Б2 - ВОДОВОД
Б3 - ЉУЉАЊЕ
Б4 - ГОЛ
 Б - МРЕЖА
В1 - ШКОЛА
В2 - ПОРЕЗ
В3 - ХАРИ
В4 - КОМУНАЛНИ
 В - ИНСПЕКТОР
Г1 - МЛАЗ
Г2 - ЖИГ
Г3 - ТОК
Г4 - ТОП
 Г - ВОДЕНИ
??? - САОБРАЋАЈ
