6422. емисија
97. циклус
25. емисија
25. 11. 2016.
www.youtube.com/watch?v=p61DzYv3Wok

А1 - ЕЛЕКТРИЧНИ
А2 - -МЕХАНИЧАР
А3 - -ШКОЛА
А4 - -МОТО
 А - АУТО
Б1 - ЗЕМЉА
Б2 - САЛО
Б3 - ДРУШТВО
Б4 - АТМОСФЕРА
 Б - СЛОЈ
В1 - КОЛАЧИ
В2 - КРЕМ
В3 - ЗАШТИТА
В4 - БОЈА
 В - ПРЕМАЗ
Г1 - ОРАО
Г2 - НАДОГРАДЊА
Г3 - ПРСТИ
Г4 - СКРАЋИВАЊЕ
 Г - НОКТИ
??? - ЛАК

А1 - ЈЕЗЕРО
А2 - ШУМАДИЈА
А3 - ЛЕПЕНИЦА
А4 - УНИВЕРЗИТЕТ
 А - КРАГУЈЕВАЦ
Б1 - КЛИН
Б2 - КАНЦЕЛАР
Б3 - ОКЛОП
Б4 - ЖЕЛЕЗНИ
 Б - ГВОЗДЕНИ
В1 - КОЛАЧ 
В2 - ГОСТИ
В3 - ВЕЧНА
В4 - СВЕЋА
 В - СЛАВА
Г1 - НОВИ ЗАВЕТ
Г2 - ВЕРА
Г3 - РАСКОЛ
Г4 - КОНСТАНТИН
 Г - ХРИШЋАНСТВО
??? - КРСТ
