7051. емисија
107. циклус
44. емисија
16. 08. 2018.
www.youtube.com/watch?v=UfEIPzQhP0Y

А1 - ВЕНТИЛ
А2 - ИГРА
А3 - РЕКВИЗИТ
А4 - ХВАТАЊЕ
 А - ЛОПТА
Б1 - ПИОНИР
Б2 - МИЛЕНИЈУМ
Б3 - КОНЦЕРТ
Б4 - КРИСТАЛ
 Б - ДВОРАНА
В1 - ПРЕЛАЗ
В2 - ПРЕКРШАЈ
В3 - ГОДИНА
В4 - СКОК УДАЉ
 В - ПРЕСТУП
Г1 - ИГРАЧ
Г2 - ОДБРАНА
Г3 - ЛЕВИ
Г4 - ДЕСНИ
 Г - БЕК
??? - РУКОМЕТ

А1 - БРОД
А2 - СПРАВА
А3 - ИГЛА
А4 - СЕВЕР
 А - КОМПАС
Б1 - ГОЛМАН
Б2 - ЗАТВОРЕН
Б3 - ОТВОРЕН
Б4 - БРИСАНИ
 Б - ПРОСТОР
В1 - ЗАТУРИТИ
В2 - "ПОСЕЈАТИ"
В3 - ...УТАКМИЦУ
В4 - ...ДАХ
 В - ИЗГУБИТИ
Г1 - СИСТЕМ
Г2 - ВИШАК
Г3 - ХАРТИЈЕ
Г4 - ДОДАТА
 Г - ВРЕДНОСТ
??? - ОРИЈЕНТАЦИЈА
