6266. емисија
94. циклус
52. емисија
22. 04. 2016.
www.youtube.com/watch?v=FNOfmBZFUKg
А1 - СТАДО
А2 - ЧУВАЊЕ
А3 - ТРАВА
А4 - ЛИВАДА
 А - ПАШЊАК
Б1 - МРТВО МОРЕ
Б2 - ВИКТОРИЈА
Б3 - ЖЕНЕВА
Б4 - ПРИРОДНО
 Б - ЈЕЗЕРО
В1 - ИНВЕНТАР
В2 - КАФАНА
В3 - СТИЛСКИ
В4 - СТОЛИЦЕ
 В - СТОЛОВИ
Г1 - ПЕЋ
Г2 - МОДА
Г3 - ШКОЛА
Г4 - ШТИКЛА
 Г - ВИСОКА
??? - ПЛАНИНА

А1 - БОЦА
А2 - ПОД
А3 - ШЛЕП
А4 - СЛАВОНИЈА
 А - БРОД
Б1 - КРЕТАЊЕ
Б2 - ПОЛИТИЧКИ
Б3 - КУРС
Б4 - ВЕКТОР
 Б - ПРАВАЦ
В1 - ЈЕЛА
В2 - БОР
В3 - ЈЕЖ
В4 - КРАВАТА
 В - ИГЛА
Г1 - ФЛУКС
Г2 - ИНДУКЦИЈА
Г3 - ПРИВЛАЧНОСТ
Г4 - МЕТАЛ
 Г - МАГНЕТ
??? - КОМПАС
