6674. емисија
101. циклус
33. емисија
04. 08. 2017.
www.youtube.com/watch?v=DoH02bYixuw

А1 - ПРЕЛАЗ
А2 - РУКОМЕТ
А3 - ГОДИНА
А4 - ПРЕКРШАЈ
 А - ПРЕСТУП
Б1 - АУСТРАЛИЈА
Б2 - КОЖА
Б3 - ТОРБА
Б4 - СИСАР
 Б - КЕНГУР
В1 - РАМПА
В2 - БЛОК
В3 - ДВОЈКА
В4 - ОБРУЧ
 В - КОШАРКА
Г1 - НАПАД
Г2 - ОПШТА
Г3 - ПЕТА
Г4 - ОСМА
 Г - ОФАНЗИВА
??? - СКОК

А1 - ЛАСЕР
А2 - МУЊА
А3 - СНОП
А4 - ОПТИКА
 А - СВЕТЛОСТ
Б1 - ПОЛИТИЧКА
Б2 - ЕФЕКТИ
Б3 - ЕСТРАДА
Б4 - АЛТЕРНАТИВНА
 Б - СЦЕНА
В1 - ВЕНЕЦИЈА
В2 - ТРАКЕ
В3 - ДИМ
В4 - ГВОЗДЕНА
 В - ЗАВЕСА
Г1 - АВАНТУРА
Г2 - БАШТА
Г3 - ОЛУЈА
Г4 - ГУМА
 Г - ЛЕТЊА
??? - ПОЗОРНИЦА
