6100. емисија
92. циклус
8. емисија
08. 11. 2015.
www.youtube.com/watch?v=VRzegXlg7Wo

А1 - КЊИГА
А2 - ПОСТАЊЕ
А3 - АПОКАЛИПСА
А4 - ЈЕВАЂЕЉЕ
 А - БИБЛИЈА
Б1 - МОЛИТИ ЗА...
Б2 - ...ГРЕХОВА
Б3 - РАСТАНАК
Б4 - ГОВОР
 Б - ОПРОШТАЈ
В1 - ТОРБА
В2 - БИЦИКЛ
В3 - КАПА
В4 - ЗВОНИ...
 В - ПОШТАР
Г1 - ВРАТ
Г2 - КРУНА
Г3 - ПАМЕТ
Г4 - ЧЕЛО
 Г - ГЛАВА
??? - ПИСМО

А1 - СТРУЈА
А2 - ДЕЛТА
А3 - МАТИЦА
А4 - ЖУТА
 А - РЕКА
Б1 - МРТВО МОРЕ
Б2 - ЛАБУД
Б3 - СРЕБРНО
Б4 - ОНТАРИО
 Б - ЈЕЗЕРО
В1 - ХРИШЋАНСТВО
В2 - СИМБОЛ
В3 - ПЕШ
В4 - КОСТ
 В - РИБА
Г1 - ПОЛУОСТРВО
Г2 - САКРАМЕНТО
Г3 - ЛА
Г4 - ДРЖАВА
 Г - КАЛИФОРНИЈА
??? - ПАСТРМКА
