6108. емисија
92. циклус
16. емисија
16. 11. 2015.
www.youtube.com/watch?v=Wz9JAEAcWpo

А1 - СЈАЈ
А2 - АУТОМОБИЛ
А3 - ТРЉАЊЕ
А4 - ЗУБИ
 А - ПОЛИРАЊЕ
Б1 - ЧАРОБНА
Б2 - ВОЛШЕБНА
Б3 - ФОРМУЛА
Б4 - КУГЛА
 Б - МАГИЧНА
В1 - ГОРА
В2 - УЛИЦА
В3 - ПОКИСЛА
В4 - ВЛАЖНА
 В - МОКРА
Г1 - ДАСКА
Г2 - БРОД
Г3 - ПЛОЧИЦЕ
Г4 - ТОПЛИ
 Г - ПОД
??? - КРПА

А1 - БОБИЧАСТО
А2 - СЕЗОНСКО
А3 - ЗРЕЛО
А4 - ЗАБРАЊЕНО
 А - ВОЋЕ
Б1 - ПАСУЉ
Б2 - СОК
Б3 - НЕРАЗРЕЂЕНИ
Б4 - ЗБИЈЕН
 Б - ГУСТ
В1 - ГУСЛЕ
В2 - ДРВО
В3 - ЛИСТ
В4 - КАНАДА
 В - ЈАВОР
Г1 - ЕСЦАЈГ
Г2 - МАЛА
Г3 - КАФА
Г4 - МЕД
 Г - КАШИЧИЦА
??? - СИРУП
