7014. емисија
107. циклус
7. емисија
10. 08. 2018.
www.youtube.com/watch?v=MCQjY6s47Do

А1 - НОВО
А2 - РАДНИЧКО
А3 - ГРАД
А4 - СЕЛО
 А - НАСЕЉЕ
Б1 - ВАТРА
Б2 - ИНДИЈАНЦИ
Б3 - НАЦИСТИ
Б4 - ЖИЦА
 Б - ЛОГОР
В1 - ГРАНА
В2 - САОБРАЋАЈ
В3 - ПЛАНИНА
В4 - БАЊА
 В - ТУРИЗАМ
Г1 - ОДРЕД
Г2 - ПРИРОДА
Г3 - ОРГАНИЗАЦИЈА
Г4 - СКАУТИ
 Г - ИЗВИЂАЧИ
??? - КАМП

А1 - БОЛНИЦА
А2 - ПРОЗОР
А3 - ГЛУВА
А4 - ДЕЧЈА
 А - СОБА
Б1 - ПОШТАНСКИ
Б2 - РАДНИК
Б3 - ДРЖАВНИ
Б4 - ЧИНОВНИК
 Б - СЛУЖБЕНИК
В1 - ТРАЖЕЊЕ
В2 - ВЕЗА
В3 - СТАЛНИ
В4 - СЕЗОНСКИ
 В - ПОСАО
Г1 - ПЕЦАЊЕ
Г2 - ШКОЛА
Г3 - ШИВЕЊЕ
Г4 - ЈЕЛО
 Г - ПРИБОР
??? - КАНЦЕЛАРИЈА
